"ItemID","Description","ItemClass","Category","Material","Style","Color","HeightFt","WidthFt","Retail","Cost"
"MARSG44","MARSEILLE GATE 4 x 4 OPEN","Non-stock item","Gate","","","","4","4","504.12","127.06"
"MARSG45","MARSEILLE GATE 4 x 5 OPEN","Non-stock item","Gate","","","","4","5","541.18","145.59"
"MARSG53","MARSEILLE GATE 5 x 3 OPEN","Non-stock item","Gate","","","","5","3","512.16","131.08"
"MARSG54","MARSEILLE GATE 5 x 4 OPEN","Non-stock item","Gate","","","","5","4","544.42","147.21"
"MARSG55","MARSEILLE GATE 5 x 5 OPEN","Non-stock item","Gate","","","","5","5","586.78","168.39"
"MARSG63","MARSEILLE GATE 6 x 3 OPEN","Non-stock item","Gate","","","","6","3","529.56","139.78"
"MARSG64","MARSEILLE GATE 6 x 4 OPEN","Non-stock item","Gate","","","","6","4","566.86","158.43"
"MARSG65","MARSEILLE GATE 6 x 5 OPEN","Non-stock item","Gate","","","","6","5","614.24","182.12"
"MB","MAILBOX POST STAND","Non-stock item","Other","","","","","","103.24","56.78"
"MB48","MELBOURNE 4 x 8 SECTION","Non-stock item","Section","","","","4","8","207.53","103.14"
"MB58","MELBOURNE 5 x 8 SECTION","Non-stock item","Section","","","","5","8","236.04","118.82"
"MB68","MELBOURNE 6 x 8 SECTION","Non-stock item","Section","","","","6","8","287.24","146.98"
"MBATT","Battery, 12vdc-7ah","Non-stock item","Other","","","","","","41.42","18.64"
"MBG43","MELBOURNE GATE 4 x 3 OPEN","Non-stock item","Gate","","","","4","3","361.6","105.8"
"MBG44","MELBOURNE GATE 4 x 4 OPEN","Non-stock item","Gate","","","","4","4","384.8","117.4"
"MBG45","MELBOURNE GATE 4 x 5 OPEN","Non-stock item","Gate","","","","4","5","406.04","128.02"
"MBG53","MELBOURNE GATE 5 x 3 OPEN","Non-stock item","Gate","","","","5","3","382.2","116.1"
"MBG54","MELBOURNE GATE 5 x 4 OPEN","Non-stock item","Gate","","","","5","4","409.32","129.66"
"MBG55","MELBOURNE GATE 5 x 5 OPEN","Non-stock item","Gate","","","","5","5","434.48","142.24"
"MBG63","MELBOURNE GATE 6 x 3 OPEN","Non-stock item","Gate","","","","6","3","402.8","126.4"
"MBG64","MELBOURNE GATE 6 x 4 OPEN","Non-stock item","Gate","","","","6","4","433.84","141.92"
"MBG65","MELBOURNE GATE 6 x 5 OPEN","Non-stock item","Gate","","","","6","5","462.92","156.46"
"MBH250","MALLAEBLE BOX HINGE 2-1/2 in","Non-stock item","Hinge","","","","","","14.34","7.17"
"MBH300","MALLAEBLE BOX HINGE 3 in","Non-stock item","Hinge","","","","","","14.96","7.48"
"MBH400","MALLAEBLE BOX HINGE 4 in","Non-stock item","Hinge","","","","","","16.18","8.09"
"MBH658","MALLAEBLE BOX HINGE 6-5/8 in","Non-stock item","Hinge","","","","","","41.08","20.54"
"MBL48","MELBOURNE W/LATICE 4 x 8 SEC","Non-stock item","Section","","","","4","8","319.29","145.36"
"MBL58","MELBOURNE W/LATICE 5 x 8 SEC","Non-stock item","Section","","","","5","8","344.64","159.3"
"MBL68","MELBOURNE W/LATICE 6 x 8 SEC","Non-stock item","Section","","","","6","8","368.96","172.68"
"MBLG43","MELB W/LAT GATE 4 x 3 OPEN","Non-stock item","Gate","","","","4","3","342.74","121.37"
"MBLG44","MELB W/LAT GATE 4 x 4 OPEN","Non-stock item","Gate","","","","4","4","369.48","134.74"
"MBLG45","MELB W/LAT GATE 4 x 5 OPEN","Non-stock item","Gate","","","","4","5","395.86","147.93"
"MBLG53","MELB W/LAT GATE 5 x 3 OPEN","Non-stock item","Gate","","","","5","3","360.52","130.26"
"MBLG54","MELB W/LAT GATE 5 x 4 OPEN","Non-stock item","Gate","","","","5","4","389.92","144.96"
"MBLG55","MELB W/LAT GATE 5 x 5 OPEN","Non-stock item","Gate","","","","5","5","420.62","160.31"
"MBLG63","MELB W/LAT GATE 6 x 3 OPEN","Non-stock item","Gate","","","","6","3","377.46","138.73"
"MBLG64","MELB W/LAT GATE 6 x 4 OPEN","Non-stock item","Gate","","","","6","4","410.34","155.17"
"MBLG65","MELB W/LAT GATE 6 x 5 OPEN","Non-stock item","Gate","","","","6","5","444.54","172.27"
"MBM","MAILBOX MOUNT","Non-stock item","Other","","","","","","8.62","4.74"
"MBS","MAILBOX POST W/ SCROLL DÉCOR","Non-stock item","Other","","","","","","60.36","33.2"
"MBW","MAILBOX POST W/ WHEEL DÉCOR","Non-stock item","Other","","","","","","69.84","38.41"
"MDL","MAXIMA GATE LATCH","Non-stock item","Gate","","","","","","22.2","8.88"
"MFH138","MALLEABLE FRAME HINGE 1-3/8 in","Non-stock item","Hinge","","","","","","5.84","2.63"
"MFH158","MALLEABLE FRAME HINGE 1-5/8 in","Non-stock item","Hinge","","","","","","10.38","4.67"
"MICRIS","LED MICRIS LIGHTS EACH","Non-stock item","Other","","","","","","34","17"
"MIN4","4 MINEOLA CUSTOM WOOD","Non-stock item","Other","Wood","","","","","214.29","150"
"MIN5","5 MINEOLA CUSTOM WOOD","Non-stock item","Other","Wood","","","","","250","175"
"MIN6","6 MINEOLA CUSTOM WOOD","Non-stock item","Other","Wood","","","","","282.8","197.96"
"MIN8","8 MINEOLA CUSTOM WOOD","Non-stock item","Other","Wood","","","","","321.43","225"
"misc","","Non-stock item","Other","","","","","","0","0"
"MISS3","MISSOURI 3 x 6 SECTION","Non-stock item","Section","","","","3","6","84.82","35.65"
"MISS4","MISSOURI 4 x 6 SECTION","Non-stock item","Section","","","","4","6","96.09","41.85"
"MISS42","MISSOURI 42 x 6 SECTION","Non-stock item","Section","","","","","6","90.45","38.75"
"MISSG33","MISSOURI GATE 3 x 3 OPEN","Non-stock item","Gate","","","","3","3","200.4","60.2"
"MISSG34","MISSOURI GATE 3 x 4 OPEN","Non-stock item","Gate","","","","3","4","210.18","65.09"
"MISSG35","MISSOURI GATE 3 x 5 OPEN","Non-stock item","Gate","","","","3","5","219.58","69.79"
"MISSG423","MISSOURI GATE 42 x 3 OPEN","Non-stock item","Gate","","","","","3","207.78","63.89"
"MISSG424","MISSOURI GATE 42 x 4 OPEN","Non-stock item","Gate","","","","","4","215.17","67.58"
"MISSG425","MISSOURI GATE 42 x 5 OPEN","Non-stock item","Gate","","","","","5","233.96","76.98"
"MISSG43","MISSOURI GATE 4 x 3 OPEN","Non-stock item","Gate","","","","4","3","215.16","67.58"
"MISSG44","MISSOURI GATE 4 x 4 OPEN","Non-stock item","Gate","","","","4","4","226.18","73.09"
"MISSG45","MISSOURI GATE 4 x 5 OPEN","Non-stock item","Gate","","","","4","5","242.66","81.33"
"ML","S S MAXI LATCH","Non-stock item","Latch","","","","","","35.42","23.38"
"MLRG4R","4 in Round MALL LOWER ROLLER G","Non-stock item","Other","","","","","","67.24","39"
"MLRG4S","4 in Square MALL LOWER ROLLER","Non-stock item","Other","","","","","","71.1","41.24"
"MLRPAK","ROUND POST ADAPTER KIT","Non-stock item","Other","","","","","","0","0"
"MLWG","TRIDENT MAGNA LATCH WITH GATE","Non-stock item","Gate","","","","","","105.8","52.9"
"MLWOG","TRIDENT LATCH W/OUT GATE","Non-stock item","Gate","","","","","","105.8","52.9"
"MMTB10","3/16 x 3/8 x 10 TEN BAR FOR 1","Non-stock item","Other","","","","8","10","14.84","7.42"
"MMTB12","3/16 x 3/8 x 12 TEN BAR FOR 1","Non-stock item","Other","","","","8","12","25.5","12.75"
"MMTB4","3/16 x 3/8 x 4 TEN BAR FOR 1 i","Non-stock item","Other","","","","8","4","0","0"
"MMTB5","3/16 x 3/8 x 5 TEN BAR FOR 1 i","Non-stock item","Other","","","","8","5","0","0"
"MMTB6","3/16 x 3/8 x 6 TEN BAR FOR 1 i","Non-stock item","Other","","","","8","6","0","0"
"MMTB8","3/16 x 3/8 x 8 TEN BAR FOR 1 i","Non-stock item","Other","","","","8","8","11.82","5.91"
"MOC","2 in MALLA OFFSET CASTING","Non-stock item","Other","","","","","","25.1","15.06"
"MOH250","2-1/2 in MALL.OFFSET HINGE","Non-stock item","Hinge","","","","","","37.48","18.74"
"MOH300","3 in MALL OFFSET HINGE","Non-stock item","Hinge","","","","","","38.76","19.38"
"MOH400","4 in MALL OFFSET HINGE","Non-stock item","Hinge","","","","","","51.82","25.91"
"MOH658","6-5/8 in MALL OFFSET HINGE","Non-stock item","Hinge","","","","","","52.92","26.46"
"MONT48","MONTAUK 4 x 8 SECTION","Non-stock item","Section","","","","4","8","193.74","107.99"
"MONT58","MONTAUK 5 x 8 SECTION","Non-stock item","Section","","","","5","8","193.74","107.99"
"MONT68","MONTAUK 6 x 8 SECTION","Non-stock item","Section","","","","6","8","211.93","119.63"
"MONTG43","MONTAUK GATE 4 x 3 OPEN","Non-stock item","Gate","","","","4","3","329.32","107.16"
"MONTG44","MONTAUK GATE 4 x 4 OPEN","Non-stock item","Gate","","","","4","4","355.68","120.34"
"MONTG45","MONTAUK GATE 4 x 5 OPEN","Non-stock item","Gate","","","","4","5","385.58","135.29"
"MONTG53","MONTAUK GATE 5 x 3 OPEN","Non-stock item","Gate","","","","5","3","344.08","114.54"
"MONTG54","MONTAUK GATE 5 x 4 OPEN","Non-stock item","Gate","","","","5","4","373.32","129.16"
"MONTG55","MONTAUK GATE 5 x 5 OPEN","Non-stock item","Gate","","","","5","5","406.18","145.59"
"MONTG63","MONTAUK GATE 6 x 3 OPEN","Non-stock item","Gate","","","","6","3","361.64","123.32"
"MONTG64","MONTAUK GATE 6 x 4 OPEN","Non-stock item","Gate","","","","6","4","390.96","137.98"
"MONTG65","MONTAUK GATE 6 x 5 OPEN","Non-stock item","Gate","","","","6","5","426.78","155.89"
"MORNING","MORNING GLORY ARBOR","Non-stock item","Other","","","","","","1063.64","585"
"MPH200","MALLEABLE POST HINGE 2 in.","Non-stock item","Hinge","","","","","","7.87","3.54"
"MPH250","MALLEABLE POST HINGE 2-1/2 in.","Non-stock item","Hinge","","","","","","10.91","4.91"
"MPH300","MALLEABLE POST HINGE 3 in.","Non-stock item","Hinge","","","","","","15.29","6.88"
"MPL","MAXIMA POST LATCH","Non-stock item","Latch","","","","","","15.34","7.67"
"MPT4A","MONT PT. SCALLOP 4 x 8 SEC","Non-stock item","Section","","","","4","8","220.42","127.02"
"MPT4B","MONT PT. STEPPED 4 x 8 SECTION","Non-stock item","Section","","","","4","8","220.42","127.02"
"MPT4C","MONT PT. STRAIGHT 4 x 8 SECTIO","Non-stock item","Section","","","","4","8","220.42","127.02"
"MPT5A","MONT PT. SCALLOP 5 x 8 SEC","Non-stock item","Section","","","","5","8","252.17","147.66"
"MPT5B","MONT PT. STEPPED 5 x 8 SECTION","Non-stock item","Section","","","","5","8","252.17","147.66"
"MPT5C","MONT PT. STRAIGHT 5 x 8 SECTIO","Non-stock item","Section","","","","5","8","252.17","147.66"
"MPT6A","MONT PT. SCALLOP 6 x 8 SEC","Non-stock item","Section","","","","6","8","252.17","147.66"
"MPT6B","MONT PT. STEPPED 6 x 8 SECTION","Non-stock item","Section","","","","6","8","252.17","147.66"
"MPT6C","MONT PT. STRAIGHT 6 x 8 SECTIO","Non-stock item","Section","","","","6","8","252.17","147.66"
"MPT6XA","MONT PT. SCALLOP 6 x 8 SEC CO-","Non-stock item","Section","","","","6","8","253.51","148.53"
"MPT6XB","MONT PT. STEPPED 6 x 8 SEC CO-","Non-stock item","Section","","","","6","8","253.51","148.53"
"MPT6XC","MONT PT. STRAIGHT 6 x 8 SEC CO","Non-stock item","Section","","","","6","8","253.51","148.53"
"MPTG43A","MONTPT SCAL GATE 4 x 3 OPEN","Non-stock item","Gate","","","","4","3","548.89","220.42"
"MPTG43B","MONTPT STEP GATE 4 x 3 OPEN","Non-stock item","Gate","","","","4","3","548.89","220.42"
"MPTG43C","MONTPT STRA GATE 4 x 3 OPEN","Non-stock item","Gate","","","","4","3","548.89","220.42"
"MPTG44A","MONTPT SCAL GATE 4 x 4 OPEN","Non-stock item","Gate","","","","4","4","524.58","207.78"
"MPTG44B","MONTPT STEP GATE 4 x 4 OPEN","Non-stock item","Gate","","","","4","4","524.58","207.78"
"MPTG44C","MONTPT STRA GATE 4 x 4 OPEN","Non-stock item","Gate","","","","4","4","524.58","207.78"
"MPTG45A","MONTPT SCAL GATE 4 x 5 OPEN","Non-stock item","Gate","","","","4","5","554.58","223.38"
"MPTG45B","MONTPT STEP GATE 4 x 5 OPEN","Non-stock item","Gate","","","","4","5","554.58","223.38"
"MPTG45C","MONTPT STRA GATE 4 x 5 OPEN","Non-stock item","Gate","","","","4","5","554.58","223.38"
"MPTG53A","MONTPT SCAL GATE 5 x 3 OPEN","Non-stock item","Gate","","","","5","3","519.79","205.29"
"MPTG53B","MONTPT STEP GATE 5 x 3 OPEN","Non-stock item","Gate","","","","5","3","519.79","205.29"
"MPTG53C","MONTPT STRA GATE 5 x 3 OPEN","Non-stock item","Gate","","","","5","3","519.79","205.29"
"MPTG54A","MONTPT SCAL GATE 5 x 4 OPEN","Non-stock item","Gate","","","","5","4","574.5","233.74"
"MPTG54B","MONTPT STEP GATE 5 x 4 OPEN","Non-stock item","Gate","","","","5","4","574.5","233.74"
"MPTG54C","MONTPT STRA GATE 5 x 4 OPEN","Non-stock item","Gate","","","","5","4","574.5","233.74"
"MPTG55A","MONTPT SCAL GATE 5 x 5 OPEN","Non-stock item","Gate","","","","5","5","574.5","233.74"
"MPTG55B","MONTPT STEP GATE 5 x 5 OPEN","Non-stock item","Gate","","","","5","5","574.5","233.74"
"MPTG55C","MONTPT STRA GATE 5 x 5 OPEN","Non-stock item","Gate","","","","5","5","574.5","233.74"
"MPTG63A","MONTPT SCAL GATE 6 x 3 OPEN","Non-stock item","Gate","","","","6","3","525.41","208.21"
"MPTG63B","MONTPT STEP GATE 6 x 3 OPEN","Non-stock item","Gate","","","","6","3","525.41","208.21"
"MPTG63C","MONTPT STRA GATE 6 x 3 OPEN","Non-stock item","Gate","","","","6","3","525.41","208.21"
"MPTG64A","MONTPT SCAL GATE 6 x 4 OPEN","Non-stock item","Gate","","","","6","4","544.35","218.06"
"MPTG64B","MONTPT STEP GATE 6 x 4 OPEN","Non-stock item","Gate","","","","6","4","544.35","218.06"
"MPTG64C","MONTPT STRA GATE 6 x 4 OPEN","Non-stock item","Gate","","","","6","4","544.35","218.06"
"MPTG65A","MONTPT SCAL GATE 6 x 5 OPEN","Non-stock item","Gate","","","","6","5","574.5","233.74"
"MPTG65B","MONTPT STEP GATE 6 x 5 OPEN","Non-stock item","Gate","","","","6","5","574.5","233.74"
"MPTG65C","MONTPT STRA GATE 6 x 5 OPEN","Non-stock item","Gate","","","","6","5","574.5","233.74"
"MPTPKT","MONTAUK POINT PICKETS","Non-stock item","Other","","","","","","139.26","69.63"
"MX000041","HY-5A hy security loop Detecto","Non-stock item","Section","","","","","","275.56","124"
"MX000672","HY SECURITY LIMIT SWITCH mx000","Non-stock item","Section","","","","","","431.22","237.17"
"MX002707","HYSECURITY 6 IN DRIVE WHEEL mx","Non-stock item","Other","","","","","","318.18","175"
"NAN34","NANTUCKET 3 x 4 SECTION","Non-stock item","Section","","","","3","4","97.05","53.38"
"NAN354","NANTUCKET 42 x 4 SECTION","Non-stock item","Section","","","","","4","104.65","57.56"
"NAN356","NANTUCKET 42 x 6 SECTION","Non-stock item","Section","","","","","6","159.35","87.64"
"NAN36","NANTUCKET 3 x 6 SECTION","Non-stock item","Section","","","","3","6","147.56","81.16"
"NAN44","NANTUCKET 48 x 4 SECTION","Non-stock item","Section","","","","","4","104.67","57.57"
"NAN46","NANTUCKET 48 x 6 SECTION","Non-stock item","Section","","","","","6","159.4","87.67"
"NANASC","Nantucket ad sign clay","Non-stock item","Other","","","","","","298.64","164.25"
"NANASG","Nantucket ad sign granite","Non-stock item","Other","","","","","","325.91","179.25"
"NANASW","Nantucket ad sign white","Non-stock item","Other","","","White","","","285","156.75"
"NANG33","NANTUCKET GATE 3 x 3 OPEN","Non-stock item","Gate","","","","3","3","166.48","83.24"
"NANG34","NANTUCKET GATE 3 x 4 OPEN","Non-stock item","Gate","","","","3","4","192.9","96.45"
"NANG35","NANTUCKET GATE 3 x 5 OPEN","Non-stock item","Gate","","","","3","5","212.46","106.23"
"NANG353","NANTUCKET GATE 42 x 3 OPEN","Non-stock item","Gate","","","","","3","175.64","87.82"
"NANG354","NANTUCKET GATE 42 x 4 OPEN","Non-stock item","Gate","","","","","4","202.9","101.45"
"NANG355","NANTUCKET GATE 42 x 5 OPEN","Non-stock item","Gate","","","","","5","224.32","112.16"
"NANG43","NANTUCKET GATE 4 x 3 OPEN","Non-stock item","Gate","","","","4","3","178.2","89.1"
"NANG44","NANTUCKET GATE 4 x 4 OPEN","Non-stock item","Gate","","","","4","4","207.4","103.7"
"NANG45","NANTUCKET GATE 4 x 5 OPEN","Non-stock item","Gate","","","","4","5","228.82","114.41"
"NANTUC","Nantucket II arbor","Non-stock item","Other","","","","","","612.27","336.75"
"NASS4","4 NASSAU CUSTOM WOOD","Non-stock item","Other","Wood","","","","","214.29","150"
"NASS5","5 NASSAU CUSTOM WOOD","Non-stock item","Other","Wood","","","","","250","175"
"NASS6","6 NASSAU CUSTOM WOOD","Non-stock item","Other","Wood","","","","","282.8","197.96"
"NASS8","8 NASSAU CUSTOM WOOD","Non-stock item","Other","Wood","","","","","321.43","225"
"NEWMB","Newport mailbox post only","Non-stock item","Other","","","","","","180.35","99.19"
"NEWPORT","Newport arbor","Non-stock item","Other","","","","","","1089.55","599.25"
"nfs chage","","Non-stock item","Other","","","","","","0","0"
"NIR-50","Nir-50 Photo eye reflective 50","Non-stock item","Other","","","","","","130.45","84.79"
"NOCODE","2-1/2X1-3/8 END CLAMP","Non-stock item","Other","","","","","","17.4","2.61"
"NOCODE01","GATE COLLAR 1-3/8 P.S","Non-stock item","Gate","","","","","","10.5","2.1"
"NOCODE02","GATE COLLAR 1-5/8 P.S.","Non-stock item","Gate","","","","","","8.3","1.66"
"NOCODE03","GATE COLLAR 2 in  P.S.","Non-stock item","Gate","","","","","","8.35","1.67"
"NOCODE04","2-3/8 x 11-1/2 GA MESH","Non-stock item","Other","Chain Link","","","8","","0.76","0.38"
"NOCODE05","2 x 6GA. GALVANIZED MESH","Non-stock item","Other","Chain Link","","","","6","3.27","1.6"
"NOCODE07","ALUM H 2 x 3-1/2 per ft. #9022","Non-stock item","Other","Aluminum","","","","3","3.71","2.15"
"NOCODE08","PRESS STEEL FRAME CLAMP 1-3/8","Non-stock item","Other","","","","","","5.33","1.6"
"NOCODE09","PRESS STEEL FRAME CLAMP 1-3/8","Non-stock item","Other","","","","","","5.13","1.54"
"NOCODE097","3-1/2 in. Brace Band Beveled","Non-stock item","Other","","","","","","0","3.07"
"NOCODE10","PRESS STEEL FRAME CLAMP 1-5/8","Non-stock item","Other","","","","","","5.17","1.55"
"NOCODE101","2 x 1-3/8 CORNER CLAMPS","Non-stock item","Other","","","","","","3.5","1.75"
"NOCODE102","2 x 1-5/8 CORNER CLAMPS","Non-stock item","Other","","","","","","3.66","1.83"
"NOCODE103","2-1/2 x 1-3/8 CORNER CLAMPS","Non-stock item","Other","","","","","","3.58","1.79"
"NOCODE104","2-1/2 x 1-5/8 CORNER CLAMPS","Non-stock item","Other","","","","","","3.3","1.65"
"NOCODE105","3 x 1-5/8 CORNER CLAMPS","Non-stock item","Other","","","","3","","3.72","1.86"
"NOCODE106","4 x 1-5/8 CORNER CLAMPS","Non-stock item","Other","","","","4","","0","0"
"NOCODE11","VINYL PRESS STEEL FRAME CLAMP","Non-stock item","Other","PVC/Vinyl","","","","","5","1.5"
"NOCODE12","P.S. FRAME CLAMP 2 IN.","Non-stock item","Other","","","","","","4.57","1.37"
"NOCODE125","2-1/2X1-3/8 BOULEVARD","Non-stock item","Other","","","","","","17.4","2.61"
"NOCODE13","P.S. FRAME CLAMP 2 IN.VINYL","Non-stock item","Other","PVC/Vinyl","","","","","3.8","1.14"
"NOCODE14","P.S. POST HINGE 1-3/8","Non-stock item","Hinge","","","","","","5.37","1.61"
"NOCODE15","P.S. POST HINGE 1-3/8 VINYL","Non-stock item","Hinge","PVC/Vinyl","","","","","3.13","0.94"
"NOCODE16","P.S. POST HINGE 1-5/8","Non-stock item","Hinge","","","","","","5.63","1.69"
"NOCODE17","P.S. POST HINGE 1-5/8 VINYL","Non-stock item","Hinge","PVC/Vinyl","","","","","3.93","1.18"
"NOCODE18","P.S. POST HINGE 2 IN.","Non-stock item","Hinge","","","","","","7.1","2.13"
"NOCODE19","P.S. POST HINGE 2 IN. VINYL","Non-stock item","Hinge","PVC/Vinyl","","","","","5","1.5"
"NOCODE20","P.S. POST HINGE 2-1/2","Non-stock item","Hinge","","","","","","8.2","2.46"
"NOCODE21","P.S. POST HINGE 2-1/2 VINYL","Non-stock item","Hinge","PVC/Vinyl","","","","","6.7","2.01"
"NOCODE22","P.S. POST HINGE 3 IN.","Non-stock item","Hinge","","","","","","10.33","3.1"
"NOCODE23","P.S. POST HINGE 3 IN.VINYL","Non-stock item","Hinge","PVC/Vinyl","","","","","12.5","3.75"
"NOCODE24","TENNIS MESH 1-3/4 x 9GA.","Non-stock item","Other","Chain Link","","","4","","1.28","0.74"
"NOCODE25","COMMERICIAL 2 x 6 VINYL WIRE","Non-stock item","Other","PVC/Vinyl","","","","6","1.86","1.08"
"NOCODE26","1-3/8 x 1-3/8 BOULEVARD","Non-stock item","Other","","","","8","","14.53","2.18"
"NOCODE27","1-3/8X1-3/8 BOULEVARD VINYL","Non-stock item","Other","PVC/Vinyl","","","8","","8.93","1.34"
"NOCODE28","1-5/8X1-3/8 BOULEVARD","Non-stock item","Other","","","","8","","12.2","1.83"
"NOCODE29","1-5/8X1-3/8 BOULEVARD VINYL","Non-stock item","Other","PVC/Vinyl","","","8","","10.07","1.51"
"NOCODE30","1-5/8X1-5/8 BOULEVARD","Non-stock item","Other","","","","8","","12.27","1.84"
"NOCODE31","1-5/8X1-5/8 BOULEVARD VINYL","Non-stock item","Other","PVC/Vinyl","","","8","","19.13","2.87"
"NOCODE32","2X1-3/8 BOULEVARD","Non-stock item","Other","","","","","","14.4","2.16"
"NOCODE33","2X1-3/8 BOULEVARD VINYL","Non-stock item","Other","PVC/Vinyl","","","","","16.4","2.46"
"NOCODE34","2X1-5/8 BOULEVARD","Non-stock item","Other","","","","","","17.4","2.61"
"NOCODE35","2X1-5/8 BOULEVARD VINYL","Non-stock item","Other","PVC/Vinyl","","","","","16.87","2.53"
"NOCODE36","2-1/2X1-5/8 BOULEVARD","Non-stock item","Other","","","","","","18.4","2.76"
"NOCODE37","2-1/2X1-5/8 BOULEVARD VINYL","Non-stock item","Other","PVC/Vinyl","","","","","23.53","3.53"
"NOCODE38","3X1-5/8 BOULEVARD","Non-stock item","Other","","","","3","","17.47","2.62"
"NOCODE39","3X1-5/8 BOULEVARD VINYL","Non-stock item","Other","PVC/Vinyl","","","3","","19.87","2.98"
"NOCODE40","4X1-5/8 BOULEVARD","Non-stock item","Other","","","","4","","23.07","3.46"
"NOCODE41","4X1-5/8 BOULEVARD VINYL","Non-stock item","Other","PVC/Vinyl","","","4","","48.4","7.26"
"NOCODE42","1-3/8X1-3/8 END CLAMP","Non-stock item","Other","","","","8","","14","2.1"
"NOCODE43","1-3/8X1-3/8 END CLAMP VINYL","Non-stock item","Other","PVC/Vinyl","","","8","","7.07","1.06"
"NOCODE44","1-3/8X1-5/8 END CLAMP","Non-stock item","Other","","","","8","","13.07","1.96"
"NOCODE45","1-3/8X1-5/8 END CLAMP VINYL","Non-stock item","Other","PVC/Vinyl","","","8","","9.2","1.38"
"NOCODE46","1-5/8X1-5/8 END CLAMP","Non-stock item","Other","","","","8","","10.67","1.6"
"NOCODE47","1-5/8X1-5/8 END CLAMP VINYL","Non-stock item","Other","PVC/Vinyl","","","8","","9.2","1.38"
"NOCODE48","2X1-3/8 END CLAMP","Non-stock item","Other","","","","","","10.67","1.6"
"NOCODE49","2X1-3/8 END CLAMP VINYL","Non-stock item","Other","PVC/Vinyl","","","","","10.07","1.51"
"NOCODE50","2X1-5/8 END CLAMP","Non-stock item","Other","","","","","","12.27","1.84"
"NOCODE51","2X1-5/8 END CLAMP VINYL","Non-stock item","Other","PVC/Vinyl","","","","","12.87","1.93"
"NOCODE52","2-1/2X1-5/8 END CLAMP","Non-stock item","Other","","","","","","17.87","2.68"
"NOCODE53","2-1/2X1-5/8 END CLAMP VINYL","Non-stock item","Other","PVC/Vinyl","","","","","17.87","2.68"
"NOCODE54","3X1-5/8 END CLAMP","Non-stock item","Other","","","","3","","17.93","2.69"
"NOCODE55","3X1-5/8 END CLAMP VINYL","Non-stock item","Other","PVC/Vinyl","","","3","","29.67","4.45"
"NOCODE56","4X1-5/8 END CLAMP","Non-stock item","Other","","","","4","","24.2","3.63"
"NOCODE57","4X1-5/8 END CLAMP VINYL","Non-stock item","Other","PVC/Vinyl","","","4","","8.13","1.22"
"NOCODE58","2X3-1/2 STALLION STRAIGHT BRAC","Non-stock item","Other","","","","","3","0","2.37"
"NOCODE59","2X3-1/2 STALLION STAIR RAIL BR","Non-stock item","Rail","","","","","3","0","2.37"
"NOCODE60","2X3-1/2 STALLION T RAIL STARIG","Non-stock item","Rail","","","","","3","0","2.31"
"NOCODE61","2X3-1/2 STALLION T RAIL STAIR","Non-stock item","Rail","","","","","3","0","2.43"
"NOCODE62","1-3/8 LT. BRACE BAND","Non-stock item","Other","","","","","","0","0.42"
"NOCODE63","1-5/8 LT. BRACE BAND","Non-stock item","Other","","","","","","0","0.47"
"NOCODE64","2 in. LT. BRACE BAND","Non-stock item","Other","","","","","","0","0.75"
"NOCODE65","2-1/2  LT. BRACE BAND","Non-stock item","Other","","","","","","0","0.88"
"NOCODE66","3  LT. BRACE BAND","Non-stock item","Other","","","","","","0","0.74"
"NOCODE67","4  LT. BRACE BAND","Non-stock item","Other","","","","","","0","0.98"
"NOCODE68","1-3/8 LT. TENSION BAND","Non-stock item","Other","","","","","","0","0.42"
"NOCODE69","1-5/8 LT. TENSION BAND","Non-stock item","Other","","","","","","0","0.54"
"NOCODE70","2 in. LT. TENSION BAND","Non-stock item","Other","","","","","","0","0.56"
"NOCODE71","2-1/2 LT. TENSION BAND","Non-stock item","Other","","","","","","0","0.68"
"NOCODE72","3  LT. TENSION BAND","Non-stock item","Other","","","","","","0","0.92"
"NOCODE73","4  LT. TENSION BAND","Non-stock item","Other","","","","","","0","1.17"
"NOCODE74","VINYL 1-3/8 LT. BRACE BAND","Non-stock item","Other","PVC/Vinyl","","","","","0","0.63"
"NOCODE75","VINYL 1-5/8 LT. BRACE BAND","Non-stock item","Other","PVC/Vinyl","","","","","0","0.4"
"NOCODE76","VINYL 2 Lt. brace band w/ bolt","Non-stock item","Other","PVC/Vinyl","","","","","2.96","0.74"
"NOCODE77","VINYL 2-1/2 in. LT. BRACE BAND","Non-stock item","Other","PVC/Vinyl","","","","","0","0.55"
"NOCODE78","VINYL 3 in. LT. BRACE BAND","Non-stock item","Other","PVC/Vinyl","","","","","0","0.6"
"NOCODE79","VINYL 4 IN. LT. BRACE BAND","Non-stock item","Other","PVC/Vinyl","","","","","0","0.9"
"NOCODE80","VINYL 1-3/8 LT. TENSION BAND","Non-stock item","Other","PVC/Vinyl","","","","","0","0.53"
"NOCODE81","VINYL 1-5/8 LT. TENSION BAND","Non-stock item","Other","PVC/Vinyl","","","","","0","0.51"
"NOCODE82","VINYL 2 in. LT. TENSION BAND","Non-stock item","Other","PVC/Vinyl","","","","","0","0.74"
"NOCODE83","VINYL 2-1/2 in LT.TENSION BAND","Non-stock item","Other","PVC/Vinyl","","","","","0","1.03"
"NOCODE84","VINYL 3 in.  LT. TENSION BAND","Non-stock item","Other","PVC/Vinyl","","","","","0","0.71"
